OBS_ID	X	Y	Depth	LAYER	ME	ME^2
188.917_2	719593	6212288	59.544734954834	7	20.8366108120499	434.164350132833	
188.923_1	722410	6213762	84.0605850219727	7	2.68831855316162	7.22705664327299	
188.924_1	723143	6215054	76.979606628418	7	5.04072449547195	25.408903439251	
190.75_1	659802	6195510	32.5613160133362	7	0.162507647705078	0.0264087355626378	
192.1245_2	697192	6200795.75	32.2081184387207	7	-1.16984033901215	1.36852641878005	
192.335_1	692010	6200999	36.8210587501526	7	8.44075368228912	71.2463227250774	
192.701_1	694288.83	6188487.75	21.0713400840759	7	0.354565897532031	0.125716975692695	
192.908_1	691774	6201947	32.9899544715881	7	0.169919851425171	0.0288727559083522	
192.953_1	693075.12	6191037.89	23.6957602500916	7	1.31104123959655	1.71882913192287	
193.1325_1	699355.59	6191699.51	28.8424251675606	7	3.33370917074652	11.1136168351195	
193.1332_1	704454	6196425	40.136169552803	7	11.7503644264221	138.071064153726	
193.1351_1	705126.72	6193454.54	57.395548582077	7	13.1625594950586	173.252972460958	
193.1503_1	710242	6195846	52.5068856477737	7	13.7062190473633	187.860440574304	
193.522_1	699359.09	6191698.12	28.8424251675606	7	3.31609512868174	10.9964869024668	
197.536_1	661494	6181824	31.8850663900375	7	-2.86082539165306	8.18432192152689	
199.962_1	698275	6183872	36.6641855239868	7	-1.45766003427506	2.12477277552276	
200.1383_1	703535	6186713	34.2198565006256	7	12.6950470399666	161.164219346964	
200.443_1	703398	6187405	36.4858573675156	7	2.24829667709351	5.0548379482297	
200.4683_1	700858.67	6185346	16.0534263253212	7	1.02008329781426	1.04056993447962	
200.5136_1	700517	6185149	16.0534263253212	7	-0.207387802835465	0.0430097007649215	
200.55Q_1	704326	6186020	29.8554711341858	7	-1.87001177017212	3.49694402058226	
203.391_1	636725	6159712	32.8385190963745	7	-1.58882057323456	2.52435081393339	
210.1020_2	650876	6149124	51.3454647064209	7	1.11433169171143	1.24173511915245	
213.617_1	706594.66	6143992.32	10.4550817012787	7	1.35547468870532	1.83731163172078	
214.79_1	639824	6132863	40.890661239624	7	0.179787803779602	0.0323236543878927	
215.530_1	644547	6141603	40.1697244644165	7	-4.99012282984161	24.9013258569065	
215.57_1	643890	6140898	36.6249828338623	7	-3.29243359436035	10.8401189732726	
218.584_2	707171	6141911	9.12715625762939	7	0.35682596906209	0.1273247721971	
187.10C_1	711177	6208902	99.7139101028442	10	5.69136134983826	32.3915940144327	
187.17_1	699858	6212726	92.6876544952393	10	6.16973936538696	38.0656838368055	
187.22_1	709460	6205477	95.1935443878174	10	8.04568255889893	64.7330078385704	
187.23_1	704010	6213997	124.748111724854	10	13.9145915420914	193.615857783241	
187.75_1	700874	6209308	69.9383506774902	10	1.41074025637817	1.99018807096596	
191.142_1	663595	6199944	92.8364524841309	10	-0.439385543527603	0.193059655861047	
191.45_1	666363	6200473	81.668797492981	10	-1.71570998636317	2.94366075730632	
192.1062_1	691298.1	6199240.86	67.5935039520264	10	-0.13052765870056	0.0170374696858499	
192.15_1	697742	6202725	53.7413368225098	10	-0.764131061935425	0.58389627981456	
192.21_1	698252	6191518	53.3236885070801	10	1.72495256042481	2.97546133571609	
192.22_1	694865	6193895	52.3381252288818	10	1.50774897885323	2.27330698323294	
192.63_1	694092	6197097	51.3779945373535	10	-2.52825009045792	6.39204851990046	
192.76_1	692934	6195300	53.9251890182495	10	-2.58729694366455	6.69410547469592	
192.77_1	693411	6193776	46.3584671020508	10	-1.19145641123581	1.41956837987491	
192.935_1	697196	6193107	48.4231433868408	10	-4.62416546671295	21.3829062635406	
192.940_1	696932	6196302	65.2053871154785	10	-3.05134211795044	9.31068872077828	
193.1382_2	705610	6197548	65.854211807251	10	11.859532272644	140.648505725886	
193.1383_1	704435	6198236	65.5289077758789	10	10.2901510564423	105.8872087644	
193.1383_2	704435	6198236	65.5289077758789	10	10.7101510564423	114.707335651811	
193.141_1	703956	6198516	49.8574848175049	10	-0.00742551364135835	5.51382528379989E-05	
193.1483_1	714401	6193687	83.7822303771973	10	15.3889520310593	236.819844614243	
193.1531_1	702669	6197634	54.4897327423096	10	-2.11502831484985	4.47334477261661	
193.55_1	712099	6202826	88.6596717834473	10	9.29947855932617	86.4803014753672	
199.1032_1	681925	6176229	88.0396118164063	10	-0.147814678239822	0.0218491791031421	
199.1035_1	684822	6184261	69.4199981689453	10	11.1129654118805	123.498000245652	
199.1111_1	699059.37	6186141.8	44.1965198516846	10	7.44006431360038	55.3545569905098	
199.1132_1	697438	6173450	48.0452461242676	10	2.91652961120605	8.50614497304173	
200.130_1	700693	6175108	50.3836212158203	10	6.33433556349182	40.1238070309172	
200.179_1	701516	6184040	81.9613285064697	10	-2.03270590873718	4.13189331141505	
200.2068_1	704570	6177575	37.4987297058105	10	2.77730492210388	7.71342263034245	
200.2070_1	701316.2	6173303.4	42.8032703399658	10	6.3860765026661	40.7819730979041	
200.212_1	716967	6180559	43.8676023483276	10	-2.88798159791565	8.34043770989943	
200.3634_2	714601	6174276	35.6803913116455	10	-0.271179352489471	0.073538241216609	
200.3635_2	716467	6174560	36.97487449646	10	6.421836359272	41.2399822252679	
200.3636_2	716711	6174590	36.5753040313721	10	6.57546321308136	43.2367164665863	
200.3637_2	711841	6174243	32.0494298934937	10	4.47397016377068	20.0164090263102	
200.3640_1	705221	6177881	35.5121736526489	10	0.974634523101806	0.949912453621885	
200.3640_2	705221	6177881	35.5121736526489	10	0.644634523101806	0.415553668374693	
200.3641_1	705148	6177876	35.5121736526489	10	2.57457452908325	6.62843400580425	
200.3641_2	705148	6177876	35.5121736526489	10	1.81457452908325	3.29268072159771	
200.3648_1	699566	6179029	36.6131792068481	10	3.04381839300537	9.26483040959781	
200.3676_1	716359	6180819	43.5928401947021	10	-4.56706501088333	20.8580828136348	
200.3679_1	716057	6180764	43.5928401947021	10	-4.82789007663727	23.3085225920926	
200.3680_1	716105	6180957	43.5928401947021	10	-3.29697388505936	10.8700367987634	
200.3714_1	711940	6176063	38.8684959411621	10	8.55044885974884	73.1101757031802	
200.3779_1	716546	6179840	45.6111278533936	10	-0.434284843139649	0.188603324980829	
200.3780_1	709572	6178049	40.73450756073	10	7.38645871987915	54.5597724204788	
200.3793_1	714879	6178836	42.4921998977661	10	-0.284079370010376	0.0807010884654923	
200.3822_1	713484	6173487	37.8066701889038	10	-1.4527004423275	2.11033857513851	
200.4115_1	701255	6187661	55.5081043243408	10	2.59271647726059	6.72217873145856	
200.4188_1	711215	6173968	32.2168388366699	10	5.42936344322205	29.477987398596	
200.4189_1	711200	6173922	32.2168388366699	10	5.38785081939697	29.0289364520766	
200.4190_1	711233	6173871	32.2168388366699	10	5.14358310124969	26.4564471194614	
200.4191_1	711253	6173874	32.2168388366699	10	5.24600504784393	27.520568962004	
200.4192_1	711319	6173788	32.2168388366699	10	4.64092434029388	21.5381787323322	
200.4196_1	711356	6173712	32.2168388366699	10	4.00289045858765	16.023132023452	
200.4197_1	711291	6173652	32.2168388366699	10	3.46846938402557	12.0302798679227	
200.4198_1	711193	6173633	32.2168388366699	10	3.56480037874413	12.7078017402943	
200.4199_1	711123	6173665	32.2168388366699	10	3.51503368454933	12.3554618035165	
200.4201_1	711223	6173730	32.2168388366699	10	4.07296887943268	16.5890754928271	
200.4203_1	711370	6173644	32.2168388366699	10	3.8948596257782	15.1699315045171	
200.4204_1	711217	6173613	32.2168388366699	10	3.59087513015556	12.8943842003697	
200.4205_1	711250	6173469	32.1103057861328	10	3.07457968044281	9.45304021139181	
200.4265_1	706706.56	6186393.62	68.4159679412842	10	-8.85858752678478	78.4745729697069	
200.4343_1	700844.55	6188203.18	49.3790817260742	10	3.65636911787714	13.3690351261656	
200.4354_1	715317	6179484	40.6750755310059	10	0.0334106242828369	0.00111626981496889	
200.4356_1	715291	6179360	40.6750755310059	10	-2.56333145851135	6.57066816619394	
200.4359_1	715237	6185642	71.3285903930664	10	3.76774340631104	14.1958903758003	
200.4388_1	705654.01	6187773.1	66.8287410736084	10	2.00683846526139	4.02740062565269	
200.4407_1	714729.37	6179500.84	38.7679100036621	10	-2.39291828545963	5.72605792088703	
200.4409_1	710585.11	6174892.82	32.5811729431152	10	6.41748617524638	41.1841288094784	
200.4474_1	710713	6181484	46.8176956176758	10	2.49103154354095	6.20523815091603	
200.4730_1	710038	6173944	34.2192687988281	10	3.22322844406128	10.3892016026057	
200.4822_1	710726.2	6174884	32.5811729431152	10	6.99592106542585	48.9429115536692	
200.682_1	701770	6174008	39.3034591674805	10	6.53219771026611	42.6696069260058	
200.96_1	701671	6184828	76.8486881256104	10	-1.49081706799316	2.22253553021973	
201.3808_1	726734	6173769	39.0247855186462	10	-3.43267297153282	11.783243729492	
201.3914_1	724774	6174491	39.1905655860901	10	-1.99110648732567	3.96450504387036	
201.3923_1	721470	6175732	44.0510005950928	10	-8.5405890486145	72.941661297314	
201.4414_1	725524	6175973	34.3425312042236	10	-2.49358323935699	6.21795737160212	
201.4423_1	725503	6175958	34.3425312042236	10	-2.51052127256775	6.30271706001519	
201.4432_1	719250	6176688.86	38.7754974365234	10	-3.22720432540928	10.4148477579403	
201.4589_1	726516	6174127	39.2748920917511	10	-2.48379059020615	6.1692156959966	
201.4590_1	726501	6174102	39.2748920917511	10	-2.56720274026489	6.59052990962357	
201.4712_1	726162	6182478	41.926197052002	10	2.12849227375794	4.53047935944722	
201.4730_1	726545	6174661	37.8182308673859	10	-1.98105927089691	3.9245958348066	
201.4764_1	725265	6179843	40.1566259860992	10	-2.49060567644119	6.20311663552109	
201.4789_1	722591	6174654	33.276463508606	10	-4.17517351926041	17.4320739159333	
201.4809_1	726598	6174525	37.8182308673859	10	-2.02445541777611	4.09841973856303	
201.4810_1	726628	6174475	39.2748920917511	10	-2.05011812624931	4.20298433157599	
201.4814_1	726998	6174291	39.2748920917511	10	-2.00130166096306	4.0052083381735	
201.4819_1	725678	6174816	38.620952963829	10	-1.8361921047554	3.37160144556607	
201.4842_1	724224	6176807	43.0140361785889	10	-2.05508503374481	4.22337449592192	
201.4843_1	724468	6176683	43.0140361785889	10	-2.35115832872772	5.52794548674574	
201.4844_1	724499	6176663	43.0140361785889	10	-2.30404494818878	5.30862312327424	
201.4845_1	725030	6176575	40.5241613388062	10	-2.02717730045319	4.10944780747267	
201.4846_1	725552	6175855	34.3425312042236	10	-2.32082330814362	5.38622082762268	
201.4849_1	725808	6175442	36.1065689101815	10	-1.8837404805069	3.54847819790036	
201.4850_1	725836	6175421	36.1065689101815	10	-2.02257201733398	4.09079756530246	
201.4851_1	727223	6174355	38.5634498596191	10	-2.50242869943857	6.26214939577382	
201.4852_1	727295	6174336	38.5634498596191	10	-2.52959375365257	6.39884455851811	
201.4853_1	727322	6174382	38.5634498596191	10	-2.94865362371063	8.69455819262184	
201.4854_1	727395	6174411	38.5634498596191	10	-2.51024739215851	6.30134196983859	
201.4855_1	727491	6174450	38.5634498596191	10	-2.38860398392677	5.70542899203085	
201.4859_1	725573.33	6174731.89	38.620952963829	10	-1.62426796754236	2.63824643038418	
201.4860_1	725530	6174644	38.620952963829	10	-1.70089186861038	2.89303314870492	
201.4861_1	725528	6174593	38.620952963829	10	-1.6716203507843	2.79431459715623	
201.4865_1	724260	6176805	43.0140361785889	10	-1.34324077010155	1.804295766463	
201.4865_2	724260	6176805	43.0140361785889	10	-2.27324077010155	5.16762359885188	
201.4866_1	724408	6176717	43.0140361785889	10	-1.06800332372284	1.14063109948303	
201.4866_2	724408	6176717	43.0140361785889	10	2.43199667627716	5.91460783342315	
201.4867_1	724729	6176574	42.6632719039917	10	-2.18540650580978	4.77600159563573	
201.4868_1	724783	6176535	42.6632719039917	10	-2.12134334158897	4.50009757290387	
201.4869_1	724875	6176551	42.6632719039917	10	-2.05946863245964	4.24141104808518	
201.4870_1	725138	6176498	37.398051738739	10	-2.18185885658264	4.76050807004811	
201.4871_1	725248	6176396	37.398051738739	10	-1.54952845745087	2.40103844045006	
201.4872_1	725220	6176508	40.5241613388062	10	-2.25859716129303	5.10126113700093	
201.4873_1	725328	6176375	37.398051738739	10	-2.21312485051155	4.89792160395177	
201.4874_1	725431	6176054	37.398051738739	10	-3.40571132688904	11.5988696421003	
201.4875_1	725507	6175902	34.3425312042236	10	-1.81697491468811	3.30139784060587	
201.4876_1	725545	6175851	34.3425312042236	10	-2.24686772901535	5.0484145916906	
201.4877_1	725637	6175746	34.3425312042236	10	-1.86913507588387	3.49366593189938	
201.4877_2	725637	6175746	34.3425312042236	10	-1.86913507588387	3.49366593189938	
201.4878_1	725700	6175618	34.3425312042236	10	-2.03744478750229	4.15118126212025	
201.4878_2	725700	6175618	34.3425312042236	10	-2.01744478750229	4.07008347062016	
201.4879_1	725900	6175353	36.1065689101815	10	-1.93688049087524	3.75150603593313	
201.4881_1	725960	6175154	36.1065689101815	10	-2.01552479785919	4.06234021078534	
201.4884_1	724578	6176616	42.6632719039917	10	-1.61265887028503	2.600668631909	
201.4885_1	724633	6176592	42.6632719039917	10	-1.68225663745499	2.82998739426136	
201.4905_1	724030	6176782	43.0140361785889	10	-2.4554986340332	6.02947354173893	
201.4906_1	723952	6176624	40.6095442771912	10	-2.4339640089798	5.92418079700901	
201.4907_1	723891	6176487	41.0698428153992	10	-2.49199032732964	6.21001579150446	
201.4907_2	723891	6176487	41.0698428153992	10	-2.36199032732964	5.57899830639876	
201.4908_1	723696	6176454	41.0698428153992	10	-2.48085266567993	6.15462994881122	
201.4909_1	723718	6176594	40.6095442771912	10	-1.27936556280518	1.6367762432918	
201.4909_2	723718	6176594	40.6095442771912	10	-2.31936556280518	5.37945661392657	
201.4910_1	723762	6176682	40.6095442771912	10	-3.31836478179932	11.011544825086	
201.4910_2	723762	6176682	40.6095442771912	10	-2.86836478179932	8.22751652146664	
201.4911_1	723820	6176797	40.6095442771912	10	-2.74875239116669	7.55563970794458	
201.4912_1	723557	6176379	41.0698428153992	10	-3.09905098896599	9.60411703221107	
201.4913_1	723387	6176361	37.0568242073059	10	-3.25165587407494	10.573265923406	
201.4914_1	723317	6176381	37.0568242073059	10	-3.2872014627018	10.8056934563888	
201.4915_1	723127	6176393	37.0568242073059	10	-3.48798060339737	12.1660086896763	
201.4916_1	723074	6176429	37.0568242073059	10	-3.4779339784317	12.0960247583298	
201.4917_1	722880	6176468	38.2587914466858	10	-3.66413297149658	13.4258704328084	
201.4918_1	722740	6176467	38.2587914466858	10	-3.77419265703201	14.2445302123944	
201.4919_1	722629	6176432	38.2587914466858	10	-3.90657398849869	15.2613203276145	
201.4920_1	722561	6176340	38.2587914466858	10	-4.23867917692184	17.9664011648708	
201.4923_1	722190	6176266	42.9455318450928	10	-6.17275022186279	38.1028453015072	
201.4924_1	723200	6176363	37.0568242073059	10	-3.29078197364807	10.8292459980871	
201.5065_1	725378	6175468	37.443172454834	10	-3.32622134414673	11.0637484302573	
201.5068_1	725529	6175603	34.3425312042236	10	-2.62003193537474	6.86456734238349	
201.5073_1	721235	6176237	42.1928100585938	10	-7.92655523503304	62.8302778940296	
201.5103_1	723219.22	6174541.64	33.8079750537872	10	-4.73650893112523	22.4345168546291	
201.5104_1	723244.21	6174542.13	33.8079750537872	10	-5.28152698556686	27.8945272992709	
201.5105_1	723268.71	6174567.62	33.8079750537872	10	-5.14831305035848	26.5051272644914	
201.5106_1	723318.7	6174568.6	33.8079750537872	10	-5.19094630271952	26.9459235177174	
201.5107_1	723343.2	6174594.09	33.8079750537872	10	-5.88715260418374	34.6585657849474	
201.5108_1	723367.71	6174619.58	33.8079750537872	10	-5.9228921178118	35.0806510392372	
201.5109_1	723392.21	6174645.06	33.8079750537872	10	-5.4181648826757	29.3565106958601	
201.5115_1	723220.2	6174491.65	35.4754121303558	10	-3.8543893701333	14.8563174165966	
201.5225_1	724090	6176847	43.0140361785889	10	-2.82548019012451	7.98333830478605	
201.5_1	721728.34	6184318	54.2480964660645	10	1.87687763437923	3.52266965443297	
201.6519_1	725562	6175880	34.3425312042236	10	-2.02191930366516	4.08815767053381	
205.109_1	667133	6159443	105.478790283203	10	-5.37007545413971	28.8377103831538	
205.290_1	673151	6164329	101.268093109131	10	7.33843020736694	53.8525579083956	
205.3B_1	671005	6158658	151.432323455811	10	-5.72221134216309	32.7437026443799	
206.1057_2	698562	6166697	43.9013576507568	10	15.7663091797791	248.576505152385	
206.1057_3	698562	6166697	43.9013576507568	10	17.4503091797791	304.513290469881	
206.1109_1	698407	6166323	43.9208469390869	10	13.4159773060837	179.988447077352	
206.1109_2	698407	6166323	43.9208469390869	10	15.5416773060837	241.543733486436	
206.1328_1	698449	6166323	43.9208469390869	10	13.985743546608	195.601022551486	
206.1329_1	698512	6166305	41.4252119064331	10	16.1852342188263	261.961806718266	
206.1330_1	698546	6166273	41.4252119064331	10	18.5335196774597	343.491351634787	
206.1331_1	698761	6166586	43.9013576507568	10	16.7509838683777	280.59546055865	
206.1364_1	699332	6166047	46.4907274246216	10	11.2260140857315	126.023392253042	
206.1365_1	699181	6165884	44.7575130462646	10	10.8964617917633	118.732879579358	
206.1375_1	698138.1	6166406.3	43.9208469390869	10	15.4956394297063	240.11484133547	
206.1378_1	698628	6166254	41.4252119064331	10	17.369989257019	301.716526788957	
206.1425_1	698677	6166726	43.9013576507568	10	16.3206729150085	266.364364398694	
206.147_1	696923	6172955	44.7241973876953	10	4.93283327735901	24.3328441422204	
206.437_1	683180	6170613	72.3771095275879	10	8.95013278068542	80.1048767918998	
206.67E_1	693277	6170272	81.4363861083984	10	16.0930815611877	258.987274135041	
206.759_1	681304	6166351	60.808032989502	10	20.151737503891	406.092524425727	
206.803_1	693320	6170305	81.4363861083984	10	6.64271328964233	44.1256398483909	
207.112_1	700013	6171522	43.1254386901855	10	5.42232260716248	29.4015824561453	
207.1146_1	700011	6170818	41.6675186157227	10	4.50857054371643	20.3272083476675	
207.226A_1	715961	6169009	34.0953633785248	10	-2.37403719204575	5.63605258921646	
207.2652_1	700272	6162204	35.5657787322998	10	4.15211852618408	17.2400882554811	
207.26_1	717538	6169090	35.6932702064514	10	7.02993470311165	49.4199819300135	
207.272_1	705682	6164484	41.0221662521362	10	-1.11531812796783	1.24393452657367	
207.2834_1	710914	6169156	43.1783285140991	10	-3.92983503233051	15.4436033813322	
207.2910_1	701925	6162624	39.4910125732422	10	6.38164468593597	40.7253888975348	
207.2924_2	712553	6172957	37.9961738586426	10	-2.52957010970592	6.39872493991764	
207.2925_2	712947	6172547	37.9961738586426	10	0.252949372193336	0.0639833848930029	
207.2928_2	713558	6171946	32.5200004577637	10	2.32925248995972	5.42541716198354	
207.2951_1	715242.01	6173309.4	33.5419263839722	10	5.23335338139409	27.387987614549	
207.2952_1	715169	6173309	33.5419263839722	10	5.72220324477768	32.7436099745442	
207.2954_1	713107	6171701	35.2205419540405	10	2.39497541056299	5.73590721720137	
207.2957_1	715241.65	6173327.84	33.5419263839722	10	5.49178452129624	30.159697228349	
207.2969_1	713531	6173364	37.4748086929321	10	-2.31845655500603	5.37524079745042	
207.2979_1	715196	6173108.5	33.5419263839722	10	5.71574842406845	32.669780047241	
207.2982_1	703488	6161402	36.0397715568542	10	-6.8127674992981	46.4138009994924	
207.2983_1	703515	6161515	31.1610879898071	10	-5.7494890712738	33.0566245806969	
207.2984_1	703522	6161551	31.1610879898071	10	-4.86081159455109	23.6274893577223	
207.2986_1	712622	6169304	31.6302778720856	10	-1.84782302441916	3.41444992957357	
207.3015_1	716642	6169204	32.9170734882355	10	-3.71900634747696	13.8310082125739	
207.3016_1	716643	6169182	32.9170734882355	10	-2.44184458458984	5.96260497529072	
207.3017_1	716643	6169182	32.9170734882355	10	-2.43184458458984	5.91386808359893	
207.306_1	711171	6172461	32.8809671401978	10	0.173215575012207	0.0300036354268095	
207.3149_1	705635	6172269	36.1939926147461	10	7.71319947789192	59.4934461857522	
207.3230_1	711268	6172904	32.1401872634888	10	-0.629793770969391	0.396640193951846	
207.3459_1	700249.8	6166605.7	49.3215923309326	10	6.58367969159229	43.3448382814847	
207.3470_1	703757	6159706	44.6654005050659	10	-5.97643902745438	35.7178234488798	
207.3471_1	703785	6159788	44.6654005050659	10	-5.88381568192482	34.6192869788644	
207.3472_1	703839	6159729	44.6654005050659	10	-5.88543021122074	34.6382887711498	
207.3477_1	713364.83	6172147.21	39.0116157531738	10	1.87182849197975	3.50374190338718	
207.3492_1	707570	6171807.83	38.8507061004639	10	2.50228830924678	6.26144678259313	
207.3537_1	707416.33	6173279.91	37.0357227325439	10	1.46194866009164	2.13729388474373	
207.3764_1	707468	6165194	41.6472444534302	10	-7.21652286648941	52.0782022825645	
207.3764_2	707468	6165194	41.6472444534302	10	-6.61652286648941	43.7783748427772	
207.3953_1	707518	6165445	42.376978635788	10	-7.03118239833832	49.4375259187026	
207.3953_2	707518	6165445	42.376978635788	10	-6.43118239833832	41.3601070406966	
207.63_1	704057	6169160	46.109691619873	10	4.34063468372345	18.841109457543	
207.66_1	702235	6165883	43.4725875854492	10	6.70674071569443	44.9803710275534	
207.94_1	704468	6169738	35.6499404907227	10	6.30803473233032	39.7913021842857	
208.106B_1	727498	6169373	35.5078731775284	10	-5.26071279694271	27.6750991319168	
208.132_1	726776	6170488	32.8417725563049	10	-0.590874382584572	0.349132535994699	
208.1393_1	727558	6168678	36.2986676692963	10	0.401383152630806	0.161108435215845	
208.1394_1	728071	6168997	34.8695378303528	10	0.27839196516142	0.0775020862664375	
208.140_1	728649	6169921	35.1904125213623	10	-2.01653260864359	4.06640376172293	
208.147_1	727954	6168953	36.2986676692963	10	0.460602828314871	0.212154965451658	
208.148_1	727561	6168865	36.2986676692963	10	-0.36410167172879	0.132570027355699	
208.149_1	727593	6169114	36.09596991539	10	-0.668340309514046	0.44667876932133	
208.150_1	728030	6168918	34.8695378303528	10	0.663883683028221	0.440741544591116	
208.151_1	728531	6169034	34.0053246021271	10	-0.150756192392439	0.022727429544666	
208.1566_1	725424	6170230	34.1874868273735	10	0.308027750453949	0.0948810950497203	
208.1567_1	726151	6170803	33.2331714630127	10	-0.615409267369568	0.378728566364349	
208.1568_1	726686	6170654	31.8067326545715	10	-1.49540124106979	2.23622487179308	
208.1569_1	726771	6170784	31.8067326545715	10	-1.19760256374693	1.43425190069322	
208.1573_1	727711	6168721	36.2986676692963	10	-0.424492553638697	0.180193928094702	
208.1579_1	728933	6171843	41.2975606918335	10	-0.776375624737024	0.602759110685805	
208.1597_1	728106	6170892	38.4074659347534	10	-2.320343740345	5.38399507335823	
208.1598_1	728060	6170915	38.4074659347534	10	-2.3558695779264	5.5501214681991	
208.1599_1	728038	6171216	39.7163596153259	10	-1.04882644045734	1.10003690220242	
208.1600_1	727927	6171175	38.153356552124	10	-1.0337455332011	1.06862982741322	
208.1603_1	727967	6171105	38.153356552124	10	-1.13063112315714	1.27832673665158	
208.1606_1	728025	6170949	38.4074659347534	10	-2.21962854305208	4.92675086913149	
208.1656_1	719282	6172838	30.7666726112366	10	-2.78990855076599	7.7835897216372	
208.1659_1	718991	6173177	32.1340003013611	10	-3.16459987544537	10.0146923716688	
208.166_1	726606	6170381	32.8417725563049	10	-0.706709070886612	0.499437710873418	
208.168_1	727661	6168911	36.2986676692963	10	-0.699709290008366	0.489593090524012	
208.1703_1	728555	6169698	35.1904125213623	10	-1.78344499952331	3.18067606632471	
208.1704_1	728390	6169791	36.772515296936	10	-2.24091434524179	5.02169710271042	
208.1705_1	728680	6169653	35.1904125213623	10	-1.28878528969683	1.66096752293894	
208.1706_1	728488	6169503	36.772515296936	10	-1.21105169150232	1.46664619949063	
208.1707_1	728147	6169583	36.772515296936	10	-2.13932208063389	4.5766989646877	
208.1710_1	727057	6171659	37.5099067687988	10	0.0187289171254635	0.000350772336692481	
208.1714_1	728204	6170908	38.4074659347534	10	-2.37565342905855	5.64372921499765	
208.1716_1	727754	6170343	37.4470043182373	10	-6.34024914493465	40.1987592198446	
208.1717_1	727760	6170279	37.4470043182373	10	-4.7986178234148	23.0267330151942	
208.1717_2	727760	6170279	37.4470043182373	10	-5.1386178234148	26.4053931351163	
208.1720_1	727921	6170816	37.8757514953613	10	-3.01043568537164	9.062723015759	
208.172_1	727889	6168681	36.2986676692963	10	0.745750119630441	0.556143240928817	
208.176_1	727890	6168819	36.2986676692963	10	0.0944490782751143	0.00892062838701867	
208.190_1	727013	6164873	34.3628455400467	10	0.22572552153644	0.0509520110728977	
208.192_1	726624	6165668	34.1328108310699	10	0.306575260984421	0.0939883906476657	
208.1972_1	721615	6171484	33.2485513091087	10	-2.67249351512671	7.14222158839429	
208.1973_1	719987	6171466	37.8302316665649	10	-0.780964186895371	0.609905061213147	
208.1974_1	720279.1	6171222.3	35.8999016284943	10	-1.86825526375038	3.49037773053101	
208.1975_1	719227	6170949	35.6858086585999	10	-3.48638216986454	12.1548606343493	
208.1976_1	722572	6173475	31.8672058582306	10	-2.65203490626812	7.03328914406456	
208.1976_2	722572	6173475	31.8672058582306	10	-2.65203490626812	7.03328914406456	
208.198_1	727704	6168582	36.2986676692963	10	1.03168189859724	1.06436753989321	
208.1992_1	726447	6170660	33.2331714630127	10	-0.688872985880375	0.474545990675743	
208.1992_2	726447	6170660	33.2331714630127	10	-0.688872985880375	0.474545990675743	
208.1994_1	726959	6170653	31.8067326545715	10	-0.232152238729715	0.0538946619472188	
208.1996_1	727074	6170687	35.1089386940002	10	-0.24032088374424	0.0577541271636124	
208.1996_2	727074	6170687	35.1089386940002	10	-0.20032088374424	0.0401284564640733	
208.199_1	727550	6168543	36.2986676692963	10	0.986868377077579	0.973909193675736	
208.2001_1	725727	6170540	35.7548878192902	10	-0.653396742179394	0.426927302690645	
208.2005_1	726206	6170672	33.2331714630127	10	-1.19774085748863	1.4345831616976	
208.2007_1	726390	6170657	33.2331714630127	10	-1.20034062959671	1.44081762706063	
208.2009_1	726608	6170698	31.8067326545715	10	-0.453740156904221	0.205880129987467	
208.2013_1	726840	6170730	31.8067326545715	10	-0.89004575510025	0.792181446171975	
208.2014_1	726890	6170778	31.8067326545715	10	-1.1005295859623	1.21116536957834	
208.2031_1	727979	6170885	37.8757514953613	10	-2.69167202702582	7.24509830107328	
208.2049_1	725687	6170491	34.6222516298294	10	-0.630633680646181	0.397698839165349	
208.204_1	730606	6167121	55.2725718021393	10	-0.104195538535833	0.0108567102507723	
208.2090_1	723370	6170577	32.3242298364639	10	-0.454059884991646	0.206170379158627	
208.2091_1	723412	6170538	32.3242298364639	10	-0.0503342507801056	0.00253353680159456	
208.2092_1	723470	6170577	32.3242298364639	10	0.0816896224832534	0.00667319442145646	
208.2093_1	723511	6170536	33.4359395503998	10	-0.0639591216430664	0.00409076924135256	
208.2094_1	723572	6170574	33.4359395503998	10	-0.0213920643787384	0.000457620418384089	
208.2100_1	723863	6170563	33.4359395503998	10	0.180661628375292	0.032638623967212	
208.216_1	726967	6169283	34.6003379821777	10	-4.84596120634317	23.483340013383	
208.217_1	727437	6169048	35.5078731775284	10	-1.33230322614086	1.77503188638533	
208.2267_1	731358	6170539	69.2642879486084	10	-0.690408840745211	0.476664367379146	
208.2268_1	726673	6171175	32.2361905574799	10	-0.170495841106772	0.0290688318347058	
208.227_1	727003	6165577	33.427414894104	10	-1.17026461800441	1.36951927615301	
208.228_1	726910	6165382	34.3911684751511	10	0.230737664008141	0.0532398695919336	
208.2293_1	721632	6172390	30.9902656078339	10	-2.20788068641663	4.87473712545155	
208.2298_1	726867	6170788	31.8067326545715	10	-0.731749054295063	0.535456678461719	
208.237_1	725508	6170791	35.7548878192902	10	-0.0273830384662151	0.000749830795642215	
208.238_1	726132	6169935	33.6962532997131	10	-0.718947509602308	0.516885521563361	
208.244_1	730609	6166680	43.7495088577271	10	0.812894429473877	0.66079735346966	
208.2505_1	719183	6172726	30.7666726112366	10	-0.611392241455078	0.373800472911465	
